scope,reviewer_id,question,question_name,answer,severity,response_count,question_total,ratio,pct,,,,,,
q1_yes_only,user12,Q7,missing_child_nonleaf,많이 있음,critical,0,400,0,0,,,,,,
q1_yes_only,user13,Q7,missing_child_nonleaf,없음,good,361,364,0.99175824,99.1758,,,,,,
q1_yes_only,user13,Q7,missing_child_nonleaf,조금 있음,soft,2,364,0.00549451,0.5495,,,,,,
q1_yes_only,user13,Q7,missing_child_nonleaf,판단불가,soft,1,364,0.00274725,0.2747,,,,,,
q1_yes_only,user13,Q7,missing_child_nonleaf,많이 있음,critical,0,364,0,0,,,,,,
q1_yes_only,user14,Q7,missing_child_nonleaf,없음,good,383,430,0.89069767,89.0698,,,,,,
q1_yes_only,user14,Q7,missing_child_nonleaf,조금 있음,soft,44,430,0.10232558,10.2326,,,,,,
q1_yes_only,user14,Q7,missing_child_nonleaf,판단불가,soft,1,430,0.00232558,0.2326,,,,,,
q1_yes_only,user14,Q7,missing_child_nonleaf,많이 있음,critical,2,430,0.00465116,0.4651,,,,,,
q1_yes_only,user15,Q7,missing_child_nonleaf,없음,good,331,391,0.84654731,84.6547,,,,,,
q1_yes_only,user15,Q7,missing_child_nonleaf,조금 있음,soft,54,391,0.13810742,13.8107,,,,,,
q1_yes_only,user15,Q7,missing_child_nonleaf,판단불가,soft,0,391,0,0,,,,,,
q1_yes_only,user15,Q7,missing_child_nonleaf,많이 있음,critical,6,391,0.01534527,1.5345,,,,,,
q1_yes_only,user16,Q7,missing_child_nonleaf,없음,good,394,394,1,100,,,,,,
q1_yes_only,user16,Q7,missing_child_nonleaf,조금 있음,soft,0,394,0,0,,,,,,
q1_yes_only,user16,Q7,missing_child_nonleaf,판단불가,soft,0,394,0,0,,,,,,
q1_yes_only,user16,Q7,missing_child_nonleaf,많이 있음,critical,0,394,0,0,,,,,,
q1_yes_only,user17,Q7,missing_child_nonleaf,없음,good,200,302,0.66225166,66.2252,,,,,,
q1_yes_only,user17,Q7,missing_child_nonleaf,조금 있음,soft,94,302,0.31125828,31.1258,,,,,,
q1_yes_only,user17,Q7,missing_child_nonleaf,판단불가,soft,0,302,0,0,,,,,,
q1_yes_only,user17,Q7,missing_child_nonleaf,많이 있음,critical,8,302,0.02649007,2.649,,,,,,
q1_yes_only,user18,Q7,missing_child_nonleaf,없음,good,392,398,0.98492462,98.4925,,,,,,
q1_yes_only,user18,Q7,missing_child_nonleaf,조금 있음,soft,6,398,0.01507538,1.5075,,,,,,
q1_yes_only,user18,Q7,missing_child_nonleaf,판단불가,soft,0,398,0,0,,,,,,
q1_yes_only,user18,Q7,missing_child_nonleaf,많이 있음,critical,0,398,0,0,,,,,,
q1_yes_only,user19,Q7,missing_child_nonleaf,없음,good,429,449,0.95545657,95.5457,,,,,,
q1_yes_only,user19,Q7,missing_child_nonleaf,조금 있음,soft,18,449,0.04008909,4.0089,,,,,,
q1_yes_only,user19,Q7,missing_child_nonleaf,판단불가,soft,0,449,0,0,,,,,,
q1_yes_only,user19,Q7,missing_child_nonleaf,많이 있음,critical,2,449,0.00445434,0.4454,,,,,,
q1_yes_only,user20,Q7,missing_child_nonleaf,없음,good,371,374,0.99197861,99.1979,,,,,,
q1_yes_only,user20,Q7,missing_child_nonleaf,조금 있음,soft,3,374,0.00802139,0.8021,,,,,,
q1_yes_only,user20,Q7,missing_child_nonleaf,판단불가,soft,0,374,0,0,,,,,,
q1_yes_only,user20,Q7,missing_child_nonleaf,많이 있음,critical,0,374,0,0,,,,,,
q1_yes_only,user1,Q8,leaf_stop,예,good,751,781,0.96158771,96.1588,,,,,,
q1_yes_only,user1,Q8,leaf_stop,판단불가,soft,0,781,0,0,,,,,,
q1_yes_only,user1,Q8,leaf_stop,아니오,critical,30,781,0.03841229,3.8412,,,,,,
q1_yes_only,user2,Q8,leaf_stop,예,good,777,782,0.99360614,99.3606,,,,,,
q1_yes_only,user2,Q8,leaf_stop,판단불가,soft,0,782,0,0,,,,,,
q1_yes_only,user2,Q8,leaf_stop,아니오,critical,5,782,0.00639386,0.6394,,,,,,
q1_yes_only,user3,Q8,leaf_stop,예,good,789,802,0.98379052,98.3791,,,,,,
q1_yes_only,user3,Q8,leaf_stop,판단불가,soft,0,802,0,0,,,,,,
q1_yes_only,user3,Q8,leaf_stop,아니오,critical,13,802,0.01620948,1.6209,,,,,,
q1_yes_only,user4,Q8,leaf_stop,예,good,803,832,0.96514423,96.5144,,,,,,
q1_yes_only,user4,Q8,leaf_stop,판단불가,soft,2,832,0.00240385,0.2404,,,,,,
q1_yes_only,user4,Q8,leaf_stop,아니오,critical,27,832,0.03245192,3.2452,,,,,,
q1_yes_only,user5,Q8,leaf_stop,예,good,709,719,0.98609179,98.6092,,,,,,
q1_yes_only,user5,Q8,leaf_stop,판단불가,soft,2,719,0.00278164,0.2782,,,,,,
q1_yes_only,user5,Q8,leaf_stop,아니오,critical,8,719,0.01112656,1.1127,,,,,,
q1_yes_only,user6,Q8,leaf_stop,예,good,811,812,0.99876847,99.8768,,,,,,
q1_yes_only,user6,Q8,leaf_stop,판단불가,soft,0,812,0,0,,,,,,
q1_yes_only,user6,Q8,leaf_stop,아니오,critical,1,812,0.00123153,0.1232,,,,,,
q1_yes_only,user7,Q8,leaf_stop,예,good,834,839,0.99404052,99.4041,,,,,,
q1_yes_only,user7,Q8,leaf_stop,판단불가,soft,0,839,0,0,,,,,,
q1_yes_only,user7,Q8,leaf_stop,아니오,critical,5,839,0.00595948,0.5959,,,,,,
q1_yes_only,user8,Q8,leaf_stop,예,good,716,724,0.98895028,98.895,,,,,,
q1_yes_only,user8,Q8,leaf_stop,판단불가,soft,0,724,0,0,,,,,,
q1_yes_only,user8,Q8,leaf_stop,아니오,critical,8,724,0.01104972,1.105,,,,,,
q1_yes_only,user9,Q8,leaf_stop,예,good,799,808,0.98886139,98.8861,,,,,,
q1_yes_only,user9,Q8,leaf_stop,판단불가,soft,0,808,0,0,,,,,,
q1_yes_only,user9,Q8,leaf_stop,아니오,critical,9,808,0.01113861,1.1139,,,,,,
q1_yes_only,user10,Q8,leaf_stop,예,good,732,769,0.95188557,95.1886,,,,,,
q1_yes_only,user10,Q8,leaf_stop,판단불가,soft,0,769,0,0,,,,,,
q1_yes_only,user10,Q8,leaf_stop,아니오,critical,37,769,0.04811443,4.8114,,,,,,
q1_yes_only,user11,Q8,leaf_stop,예,good,812,815,0.99631902,99.6319,,,,,,
q1_yes_only,user11,Q8,leaf_stop,판단불가,soft,0,815,0,0,,,,,,
q1_yes_only,user11,Q8,leaf_stop,아니오,critical,3,815,0.00368098,0.3681,,,,,,
q1_yes_only,user12,Q8,leaf_stop,예,good,828,829,0.99879373,99.8794,,,,,,
q1_yes_only,user12,Q8,leaf_stop,판단불가,soft,0,829,0,0,,,,,,
q1_yes_only,user12,Q8,leaf_stop,아니오,critical,1,829,0.00120627,0.1206,,,,,,
q1_yes_only,user13,Q8,leaf_stop,예,good,760,761,0.99868594,99.8686,,,,,,
q1_yes_only,user13,Q8,leaf_stop,판단불가,soft,0,761,0,0,,,,,,
q1_yes_only,user13,Q8,leaf_stop,아니오,critical,1,761,0.00131406,0.1314,,,,,,
q1_yes_only,user14,Q8,leaf_stop,예,good,844,854,0.9882904,98.829,,,,,,
q1_yes_only,user14,Q8,leaf_stop,판단불가,soft,0,854,0,0,,,,,,
q1_yes_only,user14,Q8,leaf_stop,아니오,critical,10,854,0.0117096,1.171,,,,,,
q1_yes_only,user15,Q8,leaf_stop,예,good,802,828,0.96859903,96.8599,,,,,,
q1_yes_only,user15,Q8,leaf_stop,판단불가,soft,0,828,0,0,,,,,,
q1_yes_only,user15,Q8,leaf_stop,아니오,critical,26,828,0.03140097,3.1401,,,,,,
q1_yes_only,user16,Q8,leaf_stop,예,good,771,771,1,100,,,,,,
q1_yes_only,user16,Q8,leaf_stop,판단불가,soft,0,771,0,0,,,,,,
q1_yes_only,user16,Q8,leaf_stop,아니오,critical,0,771,0,0,,,,,,
q1_yes_only,user17,Q8,leaf_stop,예,good,621,652,0.95245399,95.2454,,,,,,
q1_yes_only,user17,Q8,leaf_stop,판단불가,soft,1,652,0.00153374,0.1534,,,,,,
q1_yes_only,user17,Q8,leaf_stop,아니오,critical,30,652,0.04601227,4.6012,,,,,,
q1_yes_only,user18,Q8,leaf_stop,예,good,885,890,0.99438202,99.4382,,,,,,
q1_yes_only,user18,Q8,leaf_stop,판단불가,soft,0,890,0,0,,,,,,
q1_yes_only,user18,Q8,leaf_stop,아니오,critical,5,890,0.00561798,0.5618,,,,,,
q1_yes_only,user19,Q8,leaf_stop,예,good,910,930,0.97849462,97.8495,,,,,,
q1_yes_only,user19,Q8,leaf_stop,판단불가,soft,0,930,0,0,,,,,,
q1_yes_only,user19,Q8,leaf_stop,아니오,critical,20,930,0.02150538,2.1505,,,,,,
q1_yes_only,user20,Q8,leaf_stop,예,good,686,688,0.99709302,99.7093,,,,,,
q1_yes_only,user20,Q8,leaf_stop,판단불가,soft,1,688,0.00145349,0.1453,,,,,,
q1_yes_only,user20,Q8,leaf_stop,아니오,critical,1,688,0.00145349,0.1453,,,,,,
